"x" "y" "hashes"
-1.61316768913711 54.1435231010818 "#gary"
-6.51872863160717 58.0134087566881 "#gary"
-2.98185979269967 55.1236975189712 "#gary"
-2.91494553337066 55.6272100332363 "#gary"
-6.48499397630348 56.6735910084438 "#gary"
-3.17406264234323 55.7905965263936 "#gary"
-3.15189369406352 57.0076509940306 "#gary"
-0.819994050557058 50.7598385192434 "#gary"
-8.09370885845487 54.4241538695779 "#gary"
-5.1482990653976 56.0641475571146 "#gary"
-0.586090999834493 50.9006918042161 "#gary"
0.282462437657243 52.0308829758116 "#gary"
-2.72479478002904 55.4091370456523 "#gary"
-5.00835867086035 50.2154009632392 "#gary"
-2.27734808930897 54.3773685991242 "#gary"
-6.56132892157847 54.6521072507514 "#gary"
-4.14509725312506 55.2390736848477 "#gary"
-0.752792045770711 52.5568991417031 "#gary"
-3.74608358687746 56.4905279851342 "#gary"
-2.37252152405535 54.2718569735186 "#gary"
-3.43724698704208 51.4980502382576 "#gary"
-0.0862215827895518 51.2819517008535 "#gary"
-4.27323715830899 57.1571675130245 "#gary"
-2.80840312669818 53.701336188285 "#gary"
-3.51469639269061 50.7564397528173 "#gary"
-3.5468457814701 52.4281563963015 "#gary"
1.22028072863749 51.2016546239136 "#gary"
-5.96494225366377 54.2840596648188 "#gary"
-3.71024140355395 55.8805274332055 "#gary"
-2.90279349666713 57.1091051236599 "#gary"
-2.01048444454429 52.1080847747314 "#gary"
-4.12920749786 56.1605654113217 "#gary"
-4.30901740017834 52.9290612480069 "#gary"
-5.1803596857003 50.1263704436284 "#gary"
-1.90532200840116 55.3016859156841 "#gary"
-3.09772826563559 53.1411320300662 "#gary"
-3.84684518580084 52.3291005202121 "#gary"
-5.53824380536256 56.2623777553914 "#gary"
-4.81642956480356 58.0352588098094 "#gary"
-3.00615657548997 51.253840747544 "#gary"
-3.19538060363861 53.1085369856411 "#gary"
-4.13713400321029 52.1936315831708 "#gary"
-2.07175669492908 57.5533770661549 "#gary"
-1.47193226011551 54.2655697789613 "#gary"
-4.40664743450782 56.194295385652 "#gary"
-5.21501301988943 55.9466949976488 "#gary"
-1.57981887515086 60.2942883211348 "#gary"
-3.79399903513714 52.2705995756801 "#gary"
-2.92891666891644 55.6874270068381 "#gary"
-3.83072018039787 56.4081963606169 "#gary"
0.511828983074123 52.2105047679922 "#gary"
-6.41059031036758 55.1833781283496 "#gary"
-4.55389801098896 55.0650115858193 "#gary"
-3.75731970116762 50.3876041257947 "#gary"
-6.07830118547976 54.522068501023 "#gary"
-2.7033798420156 53.2219460412631 "#gary"
-1.75223123407277 54.0707878040448 "#gary"
-2.13610656438176 53.8209251441444 "#gary"
-4.33298226198751 57.5709810759283 "#gary"
-2.00014910286665 51.8241671922081 "#gary"
-6.91969791403545 54.4035817023398 "#gary"
-4.36244573861641 51.969012506953 "#gary"
-0.55674395716194 51.1481870403089 "#gary"
-6.05172259438346 55.865646737754 "#gary"
-4.21462083714353 57.0676586123007 "#gary"
-4.18137304462027 53.0011058915475 "#gary"
-1.70311002359939 52.0749458829892 "#gary"
-0.358796806830949 53.0556110200204 "#gary"
-4.13111973019294 57.0383073368575 "#gary"
1.22956563134465 51.1409656657482 "#gary"
1.50206615715185 52.200048828118 "#gary"
-0.926710589976095 54.4762885779378 "#gary"
-4.63794414012172 55.9045917099623 "#gary"
-2.03303859360355 57.4470990971074 "#gary"
-2.99197171259936 56.3882600620396 "#gary"
-1.58800332295358 51.4639260043426 "#gary"
-6.37184271551051 57.3816173031032 "#gary"
0.852915025148082 52.3253890770513 "#gary"
-1.53766957064065 54.754380269099 "#gary"
-3.67234704835943 58.6096531991698 "#gary"
-5.13496780562081 51.9124686815822 "#gary"
-6.02185696791041 56.4477829691181 "#gary"
-2.81074054664843 52.7631792185356 "#gary"
-2.73447313853788 55.0132230504337 "#gary"
0.0310990255465295 52.6206074450684 "#gary"
-2.40517967985228 51.28447565605 "#gary"
-3.17302408930913 57.2022485555565 "#gary"
-0.992352798616015 52.1416268715127 "#gary"
-4.87085159343316 55.8813809532824 "#gary"
-2.16854743389014 52.9886512012524 "#gary"
-0.369717164725587 53.0062296529502 "#gary"
-4.54321651615385 56.3081335981011 "#gary"
-2.40149435944993 55.3813470907277 "#gary"
-1.44128455126304 52.1211008402186 "#gary"
-5.57134549407009 55.4015955751775 "#gary"
-2.09954942201261 54.5866842272825 "#gary"
0.320897111758468 51.1346246936457 "#gary"
-1.78455092316701 51.7961550811831 "#gary"
-4.11747742809167 51.8243415480345 "#gary"
-2.35868113740838 54.204842459395 "#gary"
-3.80788751250585 52.8107199107448 "#gary"
-2.89334397212164 55.0867491368783 "#gary"
-2.20764209952918 50.799856030712 "#gary"
-2.2771440995796 56.8678690953031 "#gary"
-0.395428179625716 52.1768917595033 "#gary"
-2.24252363793934 50.7513069027922 "#gary"
0.300603856363288 50.7848386198808 "#gary"
0.569800876333282 52.8243240650714 "#gary"
-1.39947130963913 53.4914357488158 "#gary"
-4.85317849069673 51.975026283534 "#gary"
-4.92587699796715 50.3238282112594 "#gary"
-1.66760588595085 53.9558693749421 "#gary"
-4.91412484403545 51.6280521707563 "#gary"
-2.38000783952711 53.0691302347147 "#gary"
-1.93462160808692 52.9434749825638 "#gary"
-4.83443689157873 52.0028441715919 "#gary"
-3.66600565119812 58.2062331394771 "#gary"
-3.5881180888391 52.9339981289245 "#gary"
-3.16830230661717 59.1351629153164 "#gary"
-5.43379417994413 55.9413201371654 "#gary"
-0.889023286857855 53.3887417470099 "#gary"
-4.66114091422499 56.5296506546118 "#gary"
-3.13616596249993 50.8344421839567 "#gary"
1.00505715925092 52.2540494984176 "#gary"
-4.26101188437344 51.9317701596943 "#gary"
-0.0296496786683083 52.2750555598153 "#gary"
-2.79447149218895 57.0267345471731 "#gary"
-3.29354391455644 57.6260819016063 "#gary"
-5.73458240669633 55.6935097393473 "#gary"
-3.91507929505997 56.7356029223448 "#gary"
-4.97559162362076 56.5656457181845 "#gary"
-3.70774102788362 51.9367836355848 "#gary"
-4.99663099771135 54.9079420227377 "#gary"
-2.07799867557067 57.1381741583881 "#gary"
-3.68823894834689 56.8490933767433 "#gary"
-3.01575767001449 54.1960587391294 "#gary"
-6.43188150221676 54.7351028841453 "#gary"
-6.28130310824651 57.6668358471515 "#gary"
-5.27250770161896 56.9956631495843 "#gary"
-6.59281928322553 54.9842452828598 "#gary"
-2.07601364502607 51.2989327322149 "#gary"
-0.161927577425088 51.9734697668189 "#gary"
-3.79463669061465 55.1125257868032 "#gary"
-3.69540432554349 56.2928799316609 "#gary"
0.572384932162503 52.3851019734094 "#gary"
-0.5662104127794 54.3231613243669 "#gary"
-3.62437544867637 56.2339003682544 "#gary"
-1.08573311948734 60.1131254922978 "#gary"
-0.0367047969817875 51.9406990857235 "#gary"
-2.83613598867793 51.2566716859838 "#gary"
-2.6793615816566 56.0258607571233 "#gary"
-0.264122516639414 54.1214178788132 "#gary"
-1.28715820348135 60.2183618924288 "#gary"
-2.07571398844266 53.8314596194316 "#gary"
-2.32684657660431 54.3599350361748 "#gary"
-2.17677503883338 54.2132705166817 "#gary"
-1.68382892244043 54.2940510674311 "#gary"
-4.95642128154025 57.4332980737591 "#gary"
-2.80772573987834 57.4333234273087 "#gary"
-4.67399638029198 57.7022789181606 "#gary"
-2.55812133120035 51.1234348685997 "#gary"
-6.32226501382894 54.9841676243518 "#gary"
-2.20470226448139 51.9099773610596 "#gary"
-3.65808622774999 58.3003698184749 "#gary"
-4.65418081143207 51.962938354308 "#gary"
-4.01770176453303 56.410107993204 "#gary"
-0.199377194202292 51.7933565447688 "#gary"
-4.53695987511116 58.5345590454064 "#gary"
0.574865490741805 51.607510319379 "#gary"
-2.26482338909577 52.8493853240847 "#gary"
-3.68851865469374 55.7622286782489 "#gary"
-1.52973294623099 52.8925414270591 "#gary"
-0.733406115906655 54.5220815906846 "#gary"
-3.71448068847936 50.2923934732982 "#gary"
-2.74630089393419 53.0480258628001 "#gary"
-3.75031646282535 56.1681166964861 "#gary"
-0.48313442867263 51.7005430464852 "#gary"
-4.3998195308203 57.469287433614 "#gary"
-1.44200175938838 54.6621742896212 "#gary"
-1.68536927214416 54.4848452155839 "#gary"
-1.86557511684668 57.6067907673948 "#gary"
-1.16516424863369 52.2726509173956 "#gary"
-2.37334060289617 54.184927659053 "#gary"
-3.18603232006629 54.2066331992423 "#gary"
-2.75138955010506 52.3774777696262 "#gary"
-3.4177399307418 55.4663882317341 "#gary"
-3.20634324063305 56.9736175721995 "#gary"
-4.98936021964376 57.0524802472067 "#gary"
-2.10684743733498 57.4966051150821 "#gary"
-5.16090194002258 50.1601749906813 "#gary"
-3.68961607963802 55.6310407457122 "#gary"
-3.18865622958777 53.2855539505031 "#gary"
-2.23919293443117 50.850695954231 "#gary"
-4.25152087600273 55.3347628335031 "#gary"
-7.27108989421872 54.4850413457556 "#gary"
-3.58451865089447 55.6221063025951 "#gary"
-3.38886179059884 57.2690298691776 "#gary"
-4.31588195846715 57.4715181931735 "#gary"
-4.81194422336211 55.100339265837 "#gary"
-3.52340340786379 55.8319774718424 "#gary"
-1.33986069372951 51.7560312673454 "#gary"
-3.31244205681849 56.5799366579101 "#gary"
-6.35245917866725 57.3847738468752 "#gary"
-4.15962971937972 50.5413012807337 "#gary"
